L,canonical_key,conjugacy_class_multiplicity,pre_fold_pair_multiplicity,weight_unweighted,weight_exp_decay_theta_0_5,weight_length_inverse,V,count_a,count_b,C,n_power,conflict,primitive_power_pair_classes,diagonal_cyclic_pair_classes,primitive_nondiagonal_pair_classes,rank_two_after_diagonal_pair_classes,rank_proxy,coeff_order_1,coeff_order_2,coeff_order_3,coeff_order_4,notes
5,0b3;1a0;2a4;2b0;4a1;5a3;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a4;2b0;4a1;5a3;5b4,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a4;2b0;4a1;5b1;6a3;6b5,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a4;2b0;4a3;4b1,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a4;2b0;4b1;5a3;5b4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a1;4b1;5b4,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a4;4a1;4b5,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a4;4a1;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a4;4a1;5b4,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a4;4b1;5b4,2,80,80,0.888719723059,4,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;4b5;6a4,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;4b5;6b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;4b6;5a4,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;4b6;5b1,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;4b6;5b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;5a4;6b4,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;5b1;6a4,2,160,160,1.77743944612,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;5b1;6b4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3a6;4a1;5b4;6a4,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b1;4a1;4b5,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b1;4a1;5a4,2,120,120,2.19787666665,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b1;4a1;5b4,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b2;4a1;4b5,2,40,40,0.732625555549,2.66666666667,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b2;4a1;5a4,2,40,40,0.732625555549,2.66666666667,6,4,3,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b2;4a1;5b4,2,40,40,0.732625555549,2.66666666667,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b2;4b1;5b4,2,40,40,0.732625555549,2.66666666667,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b4;4a1;4b5,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b4;4a1;5a4,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b4;4a1;5b1,2,128,128,2.34440177776,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b5;4a1;5a4,2,200,200,1.34758939982,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b5;4a1;5b4,2,200,200,1.34758939982,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b5;4b1;5b4,2,200,200,1.34758939982,8,6,2,5,7,1,yes,0,0,2,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;4b5;6a4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;4b5;6b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;5a4;6b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;5b1;6a4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;5b1;6b4,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a1;5b4;6a4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4a6;4b1;5b4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;3b6;4b1;5b4;6a4,2,200,200,1.34758939982,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;4b5;5a3,2,200,200,1.34758939982,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;4b5;6a3;6b4,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;4b6;5a4;6a3,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;4b6;5b1;6a3,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;4b6;5b4;6a3,2,200,200,1.34758939982,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;5a3;5b4,2,200,200,1.34758939982,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;5a4;6a3;6b4,2,200,200,1.34758939982,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a1;5b1;6a3;6b4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4a3;4b1;5b4,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a5;2b0;4b1;5a3;5b4,2,200,200,1.34758939982,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a4;4a1;5b1;6b5,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a5;4a1;4b6;5b1,2,80,80,0.888719723059,4,7,4,4,8,1,yes,2,0,0,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a5;4a1;5b1;6a4,2,80,80,0.888719723059,4,7,5,3,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a5;4a1;5b1;6b4,2,80,80,0.888719723059,4,7,4,4,8,1,yes,2,0,0,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a7;4a1;4b7;5b1;6b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a7;4a1;5b1;6b5;7a4,2,200,200,1.34758939982,8,8,5,4,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3a7;4a1;5b1;6b5;7b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b4;4a1;5b1;6b5,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;4b6;5b1,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;4b6;5b2,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;5b1;6a4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;5b1;6b4,2,160,160,1.77743944612,8,7,3,5,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;5b2;6a4,2,40,40,0.44435986153,2,7,4,4,8,1,yes,2,0,0,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4a1;5b2;6b4,2,40,40,0.44435986153,2,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b5;4b1;5b2;6b4,2,40,40,0.44435986153,2,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;4b6;5a7;5b1,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;4b6;5b1;7a5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;4b6;5b1;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;4b6;5b2;7b5,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5a7;5b1;6a4,2,200,200,1.34758939982,8,8,5,4,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5a7;5b1;6b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6a4;7a5,2,200,200,1.34758939982,8,8,5,4,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6a4;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6b4;7a5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6b4;7b5,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6b5;7a4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b1;6b5;7b4,2,200,200,1.34758939982,8,8,3,6,9,1,yes,0,0,2,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b2;6a4;7b5,2,40,40,0.269517879963,1.6,8,4,5,9,1,yes,2,0,0,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4a1;5b2;6b4;7b5,2,40,40,0.269517879963,1.6,8,3,6,9,1,yes,2,0,0,2,rank_two_noncyclic,-10,10,50,130,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;3b7;4b1;5b2;6b4;7b5,2,40,40,0.269517879963,1.6,8,2,7,9,1,yes,2,0,0,2,rank_two_noncyclic,-6,-6,-6,-6,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;4b6;5a3;5b1,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;4b6;5b1;7a3;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;4b7;5b1;6b5;7a3,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;5a3;5b1;6a4,2,160,160,1.77743944612,8,7,5,3,8,1,yes,0,0,2,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;5a3;5b1;6b4,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;5b1;6a4;7a3;7b5,2,200,200,1.34758939982,8,8,5,4,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;5b1;6b4;7a3;7b5,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2a6;2b0;4a1;5b1;6b5;7a3;7b4,2,200,200,1.34758939982,8,8,4,5,9,1,yes,0,0,2,2,rank_two_noncyclic,-12,24,72,96,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;3b2,6,152,152,5.06015471889,13.3333333333,4,2,3,5,1,yes,4,0,2,6,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;3b4;4a2,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;3b4;4b2,6,184,184,3.36697373031,12,5,2,4,6,1,yes,4,0,2,6,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;3b5;4b2;5b4,2,24,24,0.43957533333,1.6,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;4a2;4b1,2,96,96,2.89894880854,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;4a3;4b2,2,120,120,2.19787666665,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;4a5;4b1;5b2,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;4b1;5a2;5b4,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a1;4b1;5a4;5b2,2,120,120,2.19787666665,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a2;3b1,2,96,96,2.89894880854,8,4,2,3,5,1,yes,0,0,2,2,rank_two_noncyclic,-2,-2,-2,-2,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a2;3b4;4a1,2,160,160,1.77743944612,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a2;3b4;4b1,2,160,160,1.77743944612,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a2;4a1;4b2,2,160,160,1.77743944612,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b1;4b2,2,120,120,2.19787666665,8,5,2,4,6,1,yes,0,0,2,2,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b2;4a1,6,232,232,3.47638127118,13.3333333333,5,3,3,6,1,yes,4,0,2,6,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b2;4b1,6,136,136,2.10450341337,8,5,2,4,6,1,yes,6,0,0,6,rank_two_noncyclic,-3,-3,-3,-3,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b5;4a1;5b2,2,32,32,0.586100444439,2,6,3,4,7,1,yes,2,0,0,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b5;4b1;5b2,2,16,16,0.29305022222,1,6,2,5,7,1,yes,2,0,0,2,rank_two_noncyclic,-4,-4,-4,-4,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b6;4a1;5b2;6b5,2,32,32,0.355487889224,1.6,7,3,5,8,1,yes,2,0,0,2,rank_two_noncyclic,-8,4,28,76,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;3b6;4b1;5b2;6b5,2,16,16,0.177743944612,0.8,7,2,6,8,1,yes,2,0,0,2,rank_two_noncyclic,-5,-5,-5,-5,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;4b2,2,128,128,2.34440177776,8,5,3,3,6,1,yes,0,0,2,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;4b5;5a2,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;4b5;5b2,2,160,160,1.77743944612,8,6,3,4,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;5a2;5b1,2,128,128,2.34440177776,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;5a2;5b4,2,160,160,1.77743944612,8,6,4,3,7,1,yes,0,0,2,2,rank_two_noncyclic,-6,0,12,36,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;5a6;5b1;6b2,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;5b1;6a2;6b5,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a1;5b1;6a5;6b2,2,160,160,1.77743944612,8,7,4,4,8,1,yes,0,0,2,2,rank_two_noncyclic,-9,9,39,81,trace-like cyclic conjugacy pairs before folded skeleton aggregation
5,0b3;1a0;2b0;3a4;4a2;4b1,2,64,64,1.17220088888,4,5,3,3,6,1,yes,2,0,0,2,rank_two_noncyclic,-4,-2,2,10,trace-like cyclic conjugacy pairs before folded skeleton aggregation
